order_id,order_item_id,product_id,sale_date_utc,order_status,item_status,order_disposition,sale_price,product_category
33176,48144,10191,2024-01-31,Processing,Processing,A_VERIFIER_ETAT,46.0,Sleep & Lounge
33278,48302,7891,2024-01-17,Complete,Complete,CANDIDATE_CA,124.98999786376952,Blazers & Jackets
33339,48395,18960,2024-01-10,Complete,Complete,CANDIDATE_CA,39.0,Sweaters
33339,48396,24025,2024-01-12,Complete,Complete,CANDIDATE_CA,19.989999771118164,Outerwear & Coats
33339,48397,24028,2024-01-12,Complete,Complete,CANDIDATE_CA,69.9800033569336,Outerwear & Coats
33339,48398,29092,2024-01-14,Complete,Complete,CANDIDATE_CA,24.280000686645508,Accessories
33344,48405,21017,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,88.0,Jeans
33344,48406,16517,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,25.0,Tops & Tees
33362,48435,18341,2024-01-03,Complete,Complete,CANDIDATE_CA,19.989999771118164,Active
33375,48457,23208,2024-01-20,Complete,Complete,CANDIDATE_CA,43.0,Shorts
33394,48480,18156,2024-01-22,Shipped,Shipped,CANDIDATE_CA,45.950000762939446,Active
33595,48784,18603,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,15.210000038146973,Active
33595,48785,27389,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,33.349998474121094,Sleep & Lounge
33657,48875,18459,2024-01-06,Shipped,Shipped,CANDIDATE_CA,43.9900016784668,Active
33827,49118,27759,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,50.66999816894531,Swim
33909,49219,6484,2024-01-09,Processing,Processing,A_VERIFIER_ETAT,25.0,Shorts
33989,49327,26921,2024-01-10,Complete,Complete,CANDIDATE_CA,69.94999694824219,Sleep & Lounge
33989,49328,23617,2024-01-11,Complete,Complete,CANDIDATE_CA,41.9900016784668,Shorts
33989,49329,28675,2024-01-11,Complete,Complete,CANDIDATE_CA,17.989999771118164,Accessories
34046,49408,25776,2024-01-09,Returned,Returned,EXCLUE_METIER,25.0,Underwear
34088,49465,8517,2024-01-09,Shipped,Shipped,CANDIDATE_CA,92.36000061035155,Outerwear & Coats
34097,49474,26,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,49.5,Tops & Tees
34112,49493,6823,2024-01-26,Complete,Complete,CANDIDATE_CA,49.450000762939446,Shorts
34396,49899,20716,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,42.0,Jeans
34471,50000,19002,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,49.9900016784668,Sweaters
34478,50009,11206,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,38.0,Intimates
34523,50079,6726,2024-01-25,Returned,Returned,EXCLUE_METIER,14.949999809265137,Shorts
34523,50080,11879,2024-01-26,Returned,Returned,EXCLUE_METIER,62.0,Intimates
34541,50106,12943,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,24.989999771118164,Swim
34541,50107,7670,2024-01-20,Processing,Processing,A_VERIFIER_ETAT,40.0,Blazers & Jackets
34649,50252,2927,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,44.0,Active
34890,50576,28622,2024-01-18,Shipped,Shipped,CANDIDATE_CA,105.0,Accessories
34922,50624,2764,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,15.239999771118164,Active
34922,50625,2118,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,26.290000915527344,Fashion Hoodies & Sweatshirts
34922,50626,260,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,13.06999969482422,Tops & Tees
34922,50627,9215,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,9.989999771118164,Socks & Hosiery
35007,50762,26595,2024-01-02,Complete,Complete,CANDIDATE_CA,83.4000015258789,Sleep & Lounge
35007,50763,23590,2024-01-02,Complete,Complete,CANDIDATE_CA,52.130001068115234,Shorts
35007,50764,26987,2024-01-02,Complete,Complete,CANDIDATE_CA,40.0,Sleep & Lounge
35086,50878,27653,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,45.0,Swim
35278,51136,5447,2024-01-20,Complete,Complete,CANDIDATE_CA,94.0,Pants & Capris
35422,51367,25909,2024-01-19,Returned,Returned,EXCLUE_METIER,24.0,Underwear
35436,51384,14029,2024-01-21,Shipped,Shipped,CANDIDATE_CA,9.789999961853027,Accessories
35461,51411,5492,2024-01-01,Complete,Complete,CANDIDATE_CA,75.0,Pants & Capris
35513,51482,24540,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,12.0,Socks
35544,51524,8255,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,329.989990234375,Outerwear & Coats
35573,51564,2849,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,209.9900054931641,Active
35644,51663,11188,2024-01-17,Shipped,Shipped,CANDIDATE_CA,15.989999771118164,Intimates
35650,51671,226,2024-01-04,Complete,Complete,CANDIDATE_CA,10.760000228881836,Tops & Tees
35650,51672,14935,2024-01-04,Complete,Complete,CANDIDATE_CA,29.989999771118164,Maternity
35655,51680,26110,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,11.5,Underwear
35716,51778,24280,2024-01-26,Complete,Complete,CANDIDATE_CA,75.0,Outerwear & Coats
35749,51828,25011,2024-01-30,Complete,Complete,CANDIDATE_CA,13.0,Socks
35779,51875,24945,2024-01-26,Shipped,Shipped,CANDIDATE_CA,47.950000762939446,Socks
35780,51876,26053,2024-01-17,Processing,Processing,A_VERIFIER_ETAT,25.0,Underwear
35797,51903,3791,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,9.510000228881838,Dresses
35801,51907,23582,2024-01-12,Returned,Returned,EXCLUE_METIER,66.0,Shorts
35994,52182,2015,2024-01-15,Shipped,Shipped,CANDIDATE_CA,36.9900016784668,Fashion Hoodies & Sweatshirts
36010,52205,4831,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,16.989999771118164,Jeans
36123,52358,15166,2024-01-18,Shipped,Shipped,CANDIDATE_CA,28.68000030517578,Maternity
36123,52359,12156,2024-01-19,Shipped,Shipped,CANDIDATE_CA,100.0,Intimates
36270,52567,20166,2024-01-20,Shipped,Shipped,CANDIDATE_CA,199.0,Suits & Sport Coats
36277,52582,10344,2024-01-26,Returned,Returned,EXCLUE_METIER,11.989999771118164,Sleep & Lounge
36277,52583,15078,2024-01-27,Returned,Returned,EXCLUE_METIER,19.5,Maternity
36277,52584,9977,2024-01-28,Returned,Returned,EXCLUE_METIER,26.0,Sleep & Lounge
36277,52585,2249,2024-01-25,Returned,Returned,EXCLUE_METIER,43.31999969482422,Fashion Hoodies & Sweatshirts
36326,52662,27953,2024-01-21,Returned,Returned,EXCLUE_METIER,59.5,Swim
36345,52684,20753,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,79.98999786376953,Jeans
36345,52685,29077,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,17.989999771118164,Accessories
36438,52823,7755,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,44.77999877929688,Blazers & Jackets
36474,52867,22283,2024-01-01,Complete,Complete,CANDIDATE_CA,10.770000457763672,Pants
36536,52945,21669,2024-01-01,Shipped,Shipped,CANDIDATE_CA,60.0,Pants
36587,53013,18770,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,58.0,Active
36587,53014,24695,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,22.030000686645508,Socks
36587,53015,26827,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,36.880001068115234,Sleep & Lounge
36587,53016,22229,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,23.63999938964844,Pants
36595,53024,23183,2024-01-12,Shipped,Shipped,CANDIDATE_CA,29.8799991607666,Shorts
36731,53219,19948,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,89.98999786376953,Suits & Sport Coats
36768,53273,698,2024-01-16,Complete,Complete,CANDIDATE_CA,29.950000762939453,Tops & Tees
36768,53274,6952,2024-01-18,Complete,Complete,CANDIDATE_CA,15.0,Shorts
36935,53537,16339,2024-01-06,Shipped,Shipped,CANDIDATE_CA,45.9900016784668,Tops & Tees
36935,53538,28749,2024-01-08,Shipped,Shipped,CANDIDATE_CA,39.9900016784668,Accessories
36992,53619,27935,2024-01-16,Returned,Returned,EXCLUE_METIER,69.98999786376953,Swim
37039,53685,18746,2024-01-13,Complete,Complete,CANDIDATE_CA,30.0,Active
37043,53689,2649,2024-01-23,Shipped,Shipped,CANDIDATE_CA,20.0,Active
37043,53690,11319,2024-01-22,Shipped,Shipped,CANDIDATE_CA,118.58000183105467,Intimates
37072,53729,18788,2024-01-17,Complete,Complete,CANDIDATE_CA,16.0,Active
37074,53731,6346,2024-01-10,Cancelled,Cancelled,EXCLUE_METIER,25.0,Shorts
37127,53805,25104,2024-01-12,Complete,Complete,CANDIDATE_CA,25.0,Socks
37206,53911,15731,2024-01-19,Returned,Returned,EXCLUE_METIER,31.40999984741211,Plus
37227,53947,24337,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,449.0,Outerwear & Coats
37227,53949,23877,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,169.99000549316406,Outerwear & Coats
37227,53950,18797,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,115.98999786376952,Sweaters
37336,54105,27066,2024-01-17,Complete,Complete,CANDIDATE_CA,70.0,Sleep & Lounge
37366,54145,19885,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,99.5,Suits & Sport Coats
37393,54181,16581,2024-01-31,Complete,Complete,CANDIDATE_CA,39.5,Tops & Tees
37588,54461,24851,2024-01-06,Shipped,Shipped,CANDIDATE_CA,18.0,Socks
37594,54468,10842,2024-01-27,Returned,Returned,EXCLUE_METIER,9.5600004196167,Intimates
37742,54707,13001,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,53.290000915527344,Swim
37773,54754,21842,2024-01-08,Complete,Complete,CANDIDATE_CA,36.9900016784668,Pants
37919,54966,10823,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,20.0,Intimates
38074,55196,26540,2024-01-27,Complete,Complete,CANDIDATE_CA,25.989999771118164,Sleep & Lounge
38074,55197,27804,2024-01-30,Complete,Complete,CANDIDATE_CA,35.0,Swim
38074,55198,18741,2024-01-28,Complete,Complete,CANDIDATE_CA,9.0,Active
38134,55302,26143,2024-01-25,Shipped,Shipped,CANDIDATE_CA,13.789999961853027,Underwear
38244,55468,26030,2024-01-30,Returned,Returned,EXCLUE_METIER,28.0,Underwear
38244,55469,22152,2024-01-31,Returned,Returned,EXCLUE_METIER,64.98999786376953,Pants
38538,55906,2454,2024-01-17,Shipped,Shipped,CANDIDATE_CA,18.0,Active
38538,55907,15029,2024-01-19,Shipped,Shipped,CANDIDATE_CA,84.0,Maternity
38538,55908,11354,2024-01-20,Shipped,Shipped,CANDIDATE_CA,118.0,Intimates
38692,56129,23857,2024-01-26,Shipped,Shipped,CANDIDATE_CA,375.0,Outerwear & Coats
38716,56166,27689,2024-01-23,Complete,Complete,CANDIDATE_CA,35.9900016784668,Swim
38743,56200,7791,2024-01-21,Shipped,Shipped,CANDIDATE_CA,65.12999725341797,Blazers & Jackets
38811,56299,3489,2024-01-05,Shipped,Shipped,CANDIDATE_CA,53.93999862670898,Dresses
38828,56322,4587,2024-01-06,Processing,Processing,A_VERIFIER_ETAT,44.0,Jeans
38854,56360,14078,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,11.899999618530272,Accessories
38931,56483,19468,2024-01-31,Shipped,Shipped,CANDIDATE_CA,269.0,Sweaters
39134,56751,3188,2024-01-28,Complete,Complete,CANDIDATE_CA,96.0,Dresses
39259,56923,25062,2024-01-17,Complete,Complete,CANDIDATE_CA,7.989999771118163,Socks
39309,57008,20101,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,350.0,Suits & Sport Coats
39477,57254,8873,2024-01-14,Shipped,Shipped,CANDIDATE_CA,15.0,Socks & Hosiery
39645,57499,3440,2024-01-31,Returned,Returned,EXCLUE_METIER,10.149999618530272,Dresses
39665,57528,6503,2024-01-24,Shipped,Shipped,CANDIDATE_CA,20.0,Shorts
39665,57529,6861,2024-01-25,Shipped,Shipped,CANDIDATE_CA,246.0,Shorts
39729,57618,16585,2024-01-01,Returned,Returned,EXCLUE_METIER,25.0,Tops & Tees
39794,57710,19099,2024-01-07,Processing,Processing,A_VERIFIER_ETAT,27.989999771118164,Sweaters
39893,57845,17528,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,49.950000762939446,Fashion Hoodies & Sweatshirts
39998,57999,13015,2024-01-17,Cancelled,Cancelled,EXCLUE_METIER,29.40999984741211,Swim
40028,58037,27212,2024-01-10,Shipped,Shipped,CANDIDATE_CA,90.3000030517578,Sleep & Lounge
40031,58040,25590,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,24.0,Underwear
40107,58144,21861,2024-01-14,Cancelled,Cancelled,EXCLUE_METIER,12.010000228881836,Pants
40107,58145,24946,2024-01-16,Cancelled,Cancelled,EXCLUE_METIER,13.0,Socks
40138,58191,25616,2024-01-22,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Underwear
40138,58192,16828,2024-01-24,Shipped,Shipped,CANDIDATE_CA,61.560001373291016,Tops & Tees
40138,58193,23493,2024-01-22,Shipped,Shipped,CANDIDATE_CA,49.9900016784668,Shorts
40209,58289,6195,2024-01-03,Cancelled,Cancelled,EXCLUE_METIER,12.949999809265137,Leggings
40362,58508,17786,2024-01-16,Returned,Returned,EXCLUE_METIER,49.9900016784668,Fashion Hoodies & Sweatshirts
40362,58509,25254,2024-01-18,Returned,Returned,EXCLUE_METIER,19.5,Socks
40362,58510,26692,2024-01-17,Returned,Returned,EXCLUE_METIER,44.0,Sleep & Lounge
40441,58634,23312,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,51.950000762939446,Shorts
40441,58635,27720,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,12.899999618530272,Swim
40441,58636,21004,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,29.989999771118164,Jeans
40482,58704,12683,2024-01-07,Complete,Complete,CANDIDATE_CA,45.0,Intimates
40722,59048,20788,2024-01-29,Shipped,Shipped,CANDIDATE_CA,49.5,Jeans
40768,59117,19667,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,67.98999786376953,Sweaters
40768,59118,28783,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,11.5,Accessories
40787,59142,26418,2024-01-18,Complete,Complete,CANDIDATE_CA,10.989999771118164,Underwear
41073,59552,18314,2024-01-29,Shipped,Shipped,CANDIDATE_CA,112.86000061035156,Active
41073,59553,25774,2024-01-27,Shipped,Shipped,CANDIDATE_CA,22.0,Underwear
41073,59554,22354,2024-01-29,Shipped,Shipped,CANDIDATE_CA,245.94999694824216,Pants
41108,59599,20615,2024-01-04,Returned,Returned,EXCLUE_METIER,54.180000305175774,Jeans
41111,59603,19072,2024-01-25,Shipped,Shipped,CANDIDATE_CA,115.0,Sweaters
41111,59604,22737,2024-01-29,Shipped,Shipped,CANDIDATE_CA,125.0,Shorts
41153,59657,16081,2024-01-20,Returned,Returned,EXCLUE_METIER,125.0,Tops & Tees
41204,59741,20316,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,149.0,Suits & Sport Coats
41221,59762,17456,2024-01-14,Shipped,Shipped,CANDIDATE_CA,25.93000030517578,Fashion Hoodies & Sweatshirts
41221,59763,17286,2024-01-10,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Fashion Hoodies & Sweatshirts
41221,59764,28391,2024-01-10,Shipped,Shipped,CANDIDATE_CA,7.289999961853027,Accessories
41221,59765,23535,2024-01-12,Shipped,Shipped,CANDIDATE_CA,55.0,Shorts
41224,59768,8165,2024-01-05,Cancelled,Cancelled,EXCLUE_METIER,139.0,Suits
41224,59769,12349,2024-01-05,Cancelled,Cancelled,EXCLUE_METIER,51.310001373291016,Intimates
41228,59774,7905,2024-01-03,Complete,Complete,CANDIDATE_CA,12.170000076293944,Blazers & Jackets
41295,59876,17789,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,55.950000762939446,Fashion Hoodies & Sweatshirts
41320,59915,16714,2024-01-25,Processing,Processing,A_VERIFIER_ETAT,15.949999809265137,Tops & Tees
41320,59916,23155,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,44.9900016784668,Shorts
41322,59918,17020,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,54.0,Tops & Tees
41322,59919,19851,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,179.99000549316406,Suits & Sport Coats
41445,60093,22742,2024-01-16,Complete,Complete,CANDIDATE_CA,54.0,Shorts
41503,60178,21783,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,34.9900016784668,Pants
41512,60189,17633,2024-01-01,Cancelled,Cancelled,EXCLUE_METIER,85.0,Fashion Hoodies & Sweatshirts
41552,60248,16335,2024-01-31,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Tops & Tees
41900,60743,25349,2024-01-23,Returned,Returned,EXCLUE_METIER,15.0,Socks
41919,60772,15439,2024-01-14,Shipped,Shipped,CANDIDATE_CA,83.76000213623048,Plus
41975,60847,21922,2024-01-23,Shipped,Shipped,CANDIDATE_CA,25.0,Pants
41975,60848,18985,2024-01-20,Shipped,Shipped,CANDIDATE_CA,125.0,Sweaters
41975,60849,20018,2024-01-21,Shipped,Shipped,CANDIDATE_CA,84.20999908447266,Suits & Sport Coats
41975,60850,29104,2024-01-23,Shipped,Shipped,CANDIDATE_CA,18.5,Accessories
41995,60878,7718,2024-01-05,Shipped,Shipped,CANDIDATE_CA,398.0,Blazers & Jackets
41995,60879,12498,2024-01-02,Shipped,Shipped,CANDIDATE_CA,37.290000915527344,Intimates
42037,60949,6439,2024-01-12,Returned,Returned,EXCLUE_METIER,24.950000762939453,Shorts
42037,60950,839,2024-01-15,Returned,Returned,EXCLUE_METIER,92.43000030517578,Sweaters
42203,61186,12913,2024-01-13,Cancelled,Cancelled,EXCLUE_METIER,110.0,Swim
42265,61290,16321,2024-01-18,Returned,Returned,EXCLUE_METIER,23.989999771118164,Tops & Tees
42358,61427,6916,2024-01-09,Complete,Complete,CANDIDATE_CA,55.0,Shorts
42631,61841,9591,2024-01-19,Complete,Complete,CANDIDATE_CA,26.989999771118164,Sleep & Lounge
42653,61872,12909,2024-01-26,Complete,Complete,CANDIDATE_CA,150.0,Swim
42769,62037,26609,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,39.0,Sleep & Lounge
42769,62038,28125,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,52.0,Swim
42782,62058,14493,2024-01-15,Shipped,Shipped,CANDIDATE_CA,52.0,Maternity
42783,62059,12659,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,3.2799999713897705,Intimates
42900,62231,14709,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,68.31999969482422,Maternity
42952,62315,5060,2024-01-27,Shipped,Shipped,CANDIDATE_CA,22.950000762939453,Jeans
42964,62333,28549,2024-01-28,Cancelled,Cancelled,EXCLUE_METIER,19.989999771118164,Accessories
43045,62439,22804,2024-01-25,Shipped,Shipped,CANDIDATE_CA,48.0,Shorts
43208,62674,18983,2024-01-02,Shipped,Shipped,CANDIDATE_CA,79.0,Sweaters
43208,62675,16533,2024-01-02,Shipped,Shipped,CANDIDATE_CA,28.0,Tops & Tees
43242,62726,20899,2024-01-10,Complete,Complete,CANDIDATE_CA,54.9900016784668,Jeans
43414,62963,22407,2024-01-05,Processing,Processing,A_VERIFIER_ETAT,120.69000244140624,Pants
43633,63277,9393,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,15.949999809265137,Socks & Hosiery
43846,63590,233,2024-01-04,Complete,Complete,CANDIDATE_CA,27.950000762939453,Tops & Tees
43846,63591,10022,2024-01-01,Complete,Complete,CANDIDATE_CA,34.9900016784668,Sleep & Lounge
43846,63592,1714,2024-01-04,Complete,Complete,CANDIDATE_CA,36.9900016784668,Fashion Hoodies & Sweatshirts
43846,63593,11712,2024-01-03,Complete,Complete,CANDIDATE_CA,54.0,Intimates
43858,63614,5865,2024-01-28,Shipped,Shipped,CANDIDATE_CA,11.829999923706056,Leggings
43943,63741,18624,2024-01-06,Complete,Complete,CANDIDATE_CA,30.450000762939453,Active
43943,63742,22343,2024-01-05,Complete,Complete,CANDIDATE_CA,65.0,Pants
44075,63932,9270,2024-01-09,Returned,Returned,EXCLUE_METIER,27.0,Socks & Hosiery
44075,63933,6183,2024-01-10,Returned,Returned,EXCLUE_METIER,21.899999618530277,Leggings
44225,64138,16764,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,85.0,Tops & Tees
44261,64189,3394,2024-01-29,Complete,Complete,CANDIDATE_CA,128.0,Dresses
44261,64190,12650,2024-01-29,Complete,Complete,CANDIDATE_CA,11.960000038146973,Intimates
44261,64191,15384,2024-01-30,Complete,Complete,CANDIDATE_CA,29.68000030517578,Plus
44375,64348,13126,2024-01-02,Shipped,Shipped,CANDIDATE_CA,52.91999816894531,Swim
44389,64367,15860,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,35.2599983215332,Plus
44389,64368,26,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,49.5,Tops & Tees
44420,64411,17745,2024-01-24,Complete,Complete,CANDIDATE_CA,48.200000762939446,Fashion Hoodies & Sweatshirts
44505,64540,19854,2024-01-21,Complete,Complete,CANDIDATE_CA,148.0,Suits & Sport Coats
44571,64634,27832,2024-01-11,Shipped,Shipped,CANDIDATE_CA,16.969999313354492,Swim
44571,64635,17108,2024-01-12,Shipped,Shipped,CANDIDATE_CA,54.84999847412109,Fashion Hoodies & Sweatshirts
44592,64669,25238,2024-01-08,Complete,Complete,CANDIDATE_CA,15.949999809265137,Socks
44800,64959,124,2024-01-26,Shipped,Shipped,CANDIDATE_CA,9.979999542236328,Tops & Tees
44800,64960,1670,2024-01-26,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Fashion Hoodies & Sweatshirts
44887,65091,20789,2024-01-31,Complete,Complete,CANDIDATE_CA,36.9900016784668,Jeans
44958,65191,6646,2024-01-23,Returned,Returned,EXCLUE_METIER,40.0,Shorts
44993,65238,5647,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,119.98999786376952,Pants & Capris
45290,65645,22941,2024-01-25,Returned,Returned,EXCLUE_METIER,34.9900016784668,Shorts
45322,65700,8720,2024-01-22,Complete,Complete,CANDIDATE_CA,69.98999786376953,Outerwear & Coats
45322,65701,14080,2024-01-22,Complete,Complete,CANDIDATE_CA,39.950000762939446,Accessories
45628,66145,2893,2024-01-03,Shipped,Shipped,CANDIDATE_CA,25.0,Active
45790,66362,19117,2024-01-27,Returned,Returned,EXCLUE_METIER,45.0,Sweaters
45912,66539,9840,2024-01-12,Complete,Complete,CANDIDATE_CA,34.9900016784668,Sleep & Lounge
45928,66562,6299,2024-01-31,Returned,Returned,EXCLUE_METIER,25.0,Shorts
45933,66571,24166,2024-01-05,Complete,Complete,CANDIDATE_CA,90.0,Outerwear & Coats
46164,66900,28900,2024-01-21,Shipped,Shipped,CANDIDATE_CA,106.9499969482422,Accessories
46252,67041,26105,2024-01-30,Complete,Complete,CANDIDATE_CA,30.0,Underwear
46439,67312,11878,2024-01-29,Returned,Returned,EXCLUE_METIER,42.0,Intimates
46558,67494,4194,2024-01-31,Complete,Complete,CANDIDATE_CA,39.9900016784668,Jumpsuits & Rompers
46641,67620,7345,2024-01-31,Complete,Complete,CANDIDATE_CA,98.0,Skirts
46641,67621,11305,2024-01-29,Complete,Complete,CANDIDATE_CA,15.0,Intimates
46647,67628,18988,2024-01-11,Returned,Returned,EXCLUE_METIER,49.02999877929688,Sweaters
46668,67655,7449,2024-01-25,Shipped,Shipped,CANDIDATE_CA,89.0,Skirts
46722,67736,28344,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,4.079999923706056,Accessories
46820,67877,28135,2024-01-29,Shipped,Shipped,CANDIDATE_CA,52.0,Swim
46827,67885,6604,2024-01-04,Complete,Complete,CANDIDATE_CA,52.97999954223633,Shorts
46872,67949,28943,2024-01-08,Shipped,Shipped,CANDIDATE_CA,150.0,Accessories
46968,68091,21418,2024-01-04,Shipped,Shipped,CANDIDATE_CA,109.0,Jeans
46978,68104,26995,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,25.0,Sleep & Lounge
47019,68156,21089,2024-01-31,Shipped,Shipped,CANDIDATE_CA,189.0,Jeans
47154,68346,20003,2024-01-02,Complete,Complete,CANDIDATE_CA,89.94999694824217,Suits & Sport Coats
47211,68434,20107,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,49.950000762939446,Suits & Sport Coats
47211,68435,24823,2024-01-03,Cancelled,Cancelled,EXCLUE_METIER,24.989999771118164,Socks
47233,68469,3863,2024-01-27,Shipped,Shipped,CANDIDATE_CA,54.9900016784668,Dresses
47324,68597,22292,2024-01-21,Returned,Returned,EXCLUE_METIER,12.239999771118164,Pants
47445,68772,4794,2024-01-14,Complete,Complete,CANDIDATE_CA,165.0,Jeans
47650,69060,3458,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,106.40000152587892,Dresses
47650,69061,3126,2024-01-31,Processing,Processing,A_VERIFIER_ETAT,130.0,Dresses
47650,69062,12800,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,72.0,Swim
47695,69129,2206,2024-01-31,Shipped,Shipped,CANDIDATE_CA,50.0,Fashion Hoodies & Sweatshirts
47695,69130,4217,2024-01-31,Shipped,Shipped,CANDIDATE_CA,69.0,Jeans
47702,69139,19833,2024-01-11,Complete,Complete,CANDIDATE_CA,172.94000244140625,Suits & Sport Coats
47765,69236,20897,2024-01-14,Cancelled,Cancelled,EXCLUE_METIER,55.0,Jeans
47822,69323,21554,2024-01-27,Shipped,Shipped,CANDIDATE_CA,89.98999786376953,Jeans
47860,69373,9821,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,92.0,Sleep & Lounge
47925,69459,5142,2024-01-31,Complete,Complete,CANDIDATE_CA,50.0,Pants & Capris
48035,69625,21866,2024-01-30,Returned,Returned,EXCLUE_METIER,89.98999786376953,Pants
48086,69699,6774,2024-01-30,Complete,Complete,CANDIDATE_CA,9.449999809265137,Shorts
48199,69860,19606,2024-01-06,Shipped,Shipped,CANDIDATE_CA,55.59999847412109,Sweaters
48271,69963,22078,2024-01-12,Complete,Complete,CANDIDATE_CA,69.0,Pants
48271,69964,24290,2024-01-12,Complete,Complete,CANDIDATE_CA,117.18000030517578,Outerwear & Coats
48274,69968,22625,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,16.520000457763672,Pants
48274,69969,26945,2024-01-10,Processing,Processing,A_VERIFIER_ETAT,83.91999816894531,Sleep & Lounge
48401,70147,23600,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,35.900001525878906,Shorts
48401,70148,22821,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,45.02000045776367,Shorts
48529,70329,5778,2024-01-30,Complete,Complete,CANDIDATE_CA,54.9900016784668,Leggings
48627,70471,29011,2024-01-30,Shipped,Shipped,CANDIDATE_CA,61.150001525878906,Accessories
48629,70473,17323,2024-01-18,Complete,Complete,CANDIDATE_CA,51.0,Fashion Hoodies & Sweatshirts
48629,70474,25508,2024-01-19,Complete,Complete,CANDIDATE_CA,42.0,Underwear
48687,70560,11897,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,69.0,Intimates
48687,70561,6708,2024-01-05,Processing,Processing,A_VERIFIER_ETAT,24.979999542236328,Shorts
48729,70617,6911,2024-01-03,Shipped,Shipped,CANDIDATE_CA,41.450000762939446,Shorts
48744,70635,7487,2024-01-13,Complete,Complete,CANDIDATE_CA,191.25,Blazers & Jackets
