order_id,order_item_id,product_id,product_category,sale_date_utc,order_status,amount_source_usd,source_currency_assumption,rate_date,usd_per_eur,rate_age_days,amount_eur,rate_source_url
31735,46087,13019,Swim,2024-01-21,SHIPPED,28.29,"USD (POC assumption, unverified)",2024-01-19,1.08870000,2,25.99,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
31750,46109,5496,Pants & Capris,2024-01-25,COMPLETE,89.00,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,81.70,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
31758,46118,24966,Socks,2024-01-22,SHIPPED,64.50,"USD (POC assumption, unverified)",2024-01-22,1.08900000,0,59.23,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
31775,46141,9987,Sleep & Lounge,2024-01-05,COMPLETE,40.78,"USD (POC assumption, unverified)",2024-01-05,1.09210000,0,37.34,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
31968,46410,7775,Blazers & Jackets,2024-01-12,SHIPPED,99.00,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,90.48,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
32247,46809,17000,Tops & Tees,2024-01-25,SHIPPED,36.50,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,33.51,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
32470,47137,11846,Intimates,2024-01-20,SHIPPED,61.95,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,56.90,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
32815,47642,27351,Sleep & Lounge,2024-01-06,SHIPPED,49.99,"USD (POC assumption, unverified)",2024-01-05,1.09210000,1,45.77,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
32957,47852,15703,Plus,2024-01-09,SHIPPED,24.99,"USD (POC assumption, unverified)",2024-01-09,1.09400000,0,22.84,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
32957,47853,4117,Jumpsuits & Rompers,2024-01-08,SHIPPED,38.24,"USD (POC assumption, unverified)",2024-01-08,1.09460000,0,34.94,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33013,47918,28819,Accessories,2024-01-04,COMPLETE,31.99,"USD (POC assumption, unverified)",2024-01-04,1.09530000,0,29.21,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33084,48016,25103,Socks,2024-01-11,COMPLETE,44.95,"USD (POC assumption, unverified)",2024-01-11,1.09870000,0,40.91,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33278,48302,7891,Blazers & Jackets,2024-01-17,COMPLETE,124.99,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,114.91,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33339,48395,18960,Sweaters,2024-01-10,COMPLETE,39.00,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,35.63,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33339,48396,24025,Outerwear & Coats,2024-01-12,COMPLETE,19.99,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,18.27,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33339,48397,24028,Outerwear & Coats,2024-01-12,COMPLETE,69.98,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,63.96,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33339,48398,29092,Accessories,2024-01-14,COMPLETE,24.28,"USD (POC assumption, unverified)",2024-01-12,1.09420000,2,22.19,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33362,48435,18341,Active,2024-01-03,COMPLETE,19.99,"USD (POC assumption, unverified)",2024-01-03,1.09190000,0,18.31,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33375,48457,23208,Shorts,2024-01-20,COMPLETE,43.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,39.50,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33394,48480,18156,Active,2024-01-22,SHIPPED,45.95,"USD (POC assumption, unverified)",2024-01-22,1.08900000,0,42.19,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33657,48875,18459,Active,2024-01-06,SHIPPED,43.99,"USD (POC assumption, unverified)",2024-01-05,1.09210000,1,40.28,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33989,49327,26921,Sleep & Lounge,2024-01-10,COMPLETE,69.95,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,63.90,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33989,49328,23617,Shorts,2024-01-11,COMPLETE,41.99,"USD (POC assumption, unverified)",2024-01-11,1.09870000,0,38.22,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
33989,49329,28675,Accessories,2024-01-11,COMPLETE,17.99,"USD (POC assumption, unverified)",2024-01-11,1.09870000,0,16.37,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
34088,49465,8517,Outerwear & Coats,2024-01-09,SHIPPED,92.36,"USD (POC assumption, unverified)",2024-01-09,1.09400000,0,84.42,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
34112,49493,6823,Shorts,2024-01-26,COMPLETE,49.45,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,45.49,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
34890,50576,28622,Accessories,2024-01-18,SHIPPED,105.00,"USD (POC assumption, unverified)",2024-01-18,1.08750000,0,96.55,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35007,50762,26595,Sleep & Lounge,2024-01-02,COMPLETE,83.40,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,76.12,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35007,50763,23590,Shorts,2024-01-02,COMPLETE,52.13,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,47.58,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35007,50764,26987,Sleep & Lounge,2024-01-02,COMPLETE,40.00,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,36.51,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35278,51136,5447,Pants & Capris,2024-01-20,COMPLETE,94.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,86.34,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35436,51384,14029,Accessories,2024-01-21,SHIPPED,9.79,"USD (POC assumption, unverified)",2024-01-19,1.08870000,2,8.99,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35461,51411,5492,Pants & Capris,2024-01-01,COMPLETE,75.00,"USD (POC assumption, unverified)",2023-12-29,1.10500000,3,67.87,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35644,51663,11188,Intimates,2024-01-17,SHIPPED,15.99,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,14.70,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35650,51671,226,Tops & Tees,2024-01-04,COMPLETE,10.76,"USD (POC assumption, unverified)",2024-01-04,1.09530000,0,9.82,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35650,51672,14935,Maternity,2024-01-04,COMPLETE,29.99,"USD (POC assumption, unverified)",2024-01-04,1.09530000,0,27.38,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35716,51778,24280,Outerwear & Coats,2024-01-26,COMPLETE,75.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,68.99,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35749,51828,25011,Socks,2024-01-30,COMPLETE,13.00,"USD (POC assumption, unverified)",2024-01-30,1.08460000,0,11.99,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35779,51875,24945,Socks,2024-01-26,SHIPPED,47.95,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,44.11,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
35994,52182,2015,Fashion Hoodies & Sweatshirts,2024-01-15,SHIPPED,36.99,"USD (POC assumption, unverified)",2024-01-15,1.09450000,0,33.80,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36123,52358,15166,Maternity,2024-01-18,SHIPPED,28.68,"USD (POC assumption, unverified)",2024-01-18,1.08750000,0,26.37,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36123,52359,12156,Intimates,2024-01-19,SHIPPED,100.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,0,91.85,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36270,52567,20166,Suits & Sport Coats,2024-01-20,SHIPPED,199.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,182.79,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36474,52867,22283,Pants,2024-01-01,COMPLETE,10.77,"USD (POC assumption, unverified)",2023-12-29,1.10500000,3,9.75,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36536,52945,21669,Pants,2024-01-01,SHIPPED,60.00,"USD (POC assumption, unverified)",2023-12-29,1.10500000,3,54.30,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36595,53024,23183,Shorts,2024-01-12,SHIPPED,29.88,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,27.31,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36768,53273,698,Tops & Tees,2024-01-16,COMPLETE,29.95,"USD (POC assumption, unverified)",2024-01-16,1.08820000,0,27.52,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36768,53274,6952,Shorts,2024-01-18,COMPLETE,15.00,"USD (POC assumption, unverified)",2024-01-18,1.08750000,0,13.79,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36935,53537,16339,Tops & Tees,2024-01-06,SHIPPED,45.99,"USD (POC assumption, unverified)",2024-01-05,1.09210000,1,42.11,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
36935,53538,28749,Accessories,2024-01-08,SHIPPED,39.99,"USD (POC assumption, unverified)",2024-01-08,1.09460000,0,36.53,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37039,53685,18746,Active,2024-01-13,COMPLETE,30.00,"USD (POC assumption, unverified)",2024-01-12,1.09420000,1,27.42,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37043,53689,2649,Active,2024-01-23,SHIPPED,20.00,"USD (POC assumption, unverified)",2024-01-23,1.08720000,0,18.40,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37043,53690,11319,Intimates,2024-01-22,SHIPPED,118.58,"USD (POC assumption, unverified)",2024-01-22,1.08900000,0,108.89,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37072,53729,18788,Active,2024-01-17,COMPLETE,16.00,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,14.71,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37127,53805,25104,Socks,2024-01-12,COMPLETE,25.00,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,22.85,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37336,54105,27066,Sleep & Lounge,2024-01-17,COMPLETE,70.00,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,64.36,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37393,54181,16581,Tops & Tees,2024-01-31,COMPLETE,39.50,"USD (POC assumption, unverified)",2024-01-31,1.08370000,0,36.45,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37588,54461,24851,Socks,2024-01-06,SHIPPED,18.00,"USD (POC assumption, unverified)",2024-01-05,1.09210000,1,16.48,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
37773,54754,21842,Pants,2024-01-08,COMPLETE,36.99,"USD (POC assumption, unverified)",2024-01-08,1.09460000,0,33.79,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38074,55196,26540,Sleep & Lounge,2024-01-27,COMPLETE,25.99,"USD (POC assumption, unverified)",2024-01-26,1.08710000,1,23.91,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38074,55197,27804,Swim,2024-01-30,COMPLETE,35.00,"USD (POC assumption, unverified)",2024-01-30,1.08460000,0,32.27,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38074,55198,18741,Active,2024-01-28,COMPLETE,9.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,2,8.28,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38134,55302,26143,Underwear,2024-01-25,SHIPPED,13.79,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,12.66,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38538,55906,2454,Active,2024-01-17,SHIPPED,18.00,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,16.55,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38538,55907,15029,Maternity,2024-01-19,SHIPPED,84.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,0,77.16,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38538,55908,11354,Intimates,2024-01-20,SHIPPED,118.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,108.39,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38692,56129,23857,Outerwear & Coats,2024-01-26,SHIPPED,375.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,344.95,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38716,56166,27689,Swim,2024-01-23,COMPLETE,35.99,"USD (POC assumption, unverified)",2024-01-23,1.08720000,0,33.10,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38743,56200,7791,Blazers & Jackets,2024-01-21,SHIPPED,65.13,"USD (POC assumption, unverified)",2024-01-19,1.08870000,2,59.82,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38811,56299,3489,Dresses,2024-01-05,SHIPPED,53.94,"USD (POC assumption, unverified)",2024-01-05,1.09210000,0,49.39,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
38931,56483,19468,Sweaters,2024-01-31,SHIPPED,269.00,"USD (POC assumption, unverified)",2024-01-31,1.08370000,0,248.22,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
39134,56751,3188,Dresses,2024-01-28,COMPLETE,96.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,2,88.31,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
39259,56923,25062,Socks,2024-01-17,COMPLETE,7.99,"USD (POC assumption, unverified)",2024-01-17,1.08770000,0,7.35,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
39477,57254,8873,Socks & Hosiery,2024-01-14,SHIPPED,15.00,"USD (POC assumption, unverified)",2024-01-12,1.09420000,2,13.71,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
39665,57528,6503,Shorts,2024-01-24,SHIPPED,20.00,"USD (POC assumption, unverified)",2024-01-24,1.09050000,0,18.34,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
39665,57529,6861,Shorts,2024-01-25,SHIPPED,246.00,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,225.83,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40028,58037,27212,Sleep & Lounge,2024-01-10,SHIPPED,90.30,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,82.50,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40138,58191,25616,Underwear,2024-01-22,SHIPPED,29.99,"USD (POC assumption, unverified)",2024-01-22,1.08900000,0,27.54,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40138,58192,16828,Tops & Tees,2024-01-24,SHIPPED,61.56,"USD (POC assumption, unverified)",2024-01-24,1.09050000,0,56.45,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40138,58193,23493,Shorts,2024-01-22,SHIPPED,49.99,"USD (POC assumption, unverified)",2024-01-22,1.08900000,0,45.90,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40482,58704,12683,Intimates,2024-01-07,COMPLETE,45.00,"USD (POC assumption, unverified)",2024-01-05,1.09210000,2,41.21,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40722,59048,20788,Jeans,2024-01-29,SHIPPED,49.50,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,45.74,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
40787,59142,26418,Underwear,2024-01-18,COMPLETE,10.99,"USD (POC assumption, unverified)",2024-01-18,1.08750000,0,10.11,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41073,59552,18314,Active,2024-01-29,SHIPPED,112.86,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,104.28,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41073,59553,25774,Underwear,2024-01-27,SHIPPED,22.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,1,20.24,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41073,59554,22354,Pants,2024-01-29,SHIPPED,245.95,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,227.25,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41111,59603,19072,Sweaters,2024-01-25,SHIPPED,115.00,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,105.57,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41111,59604,22737,Shorts,2024-01-29,SHIPPED,125.00,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,115.49,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41221,59762,17456,Fashion Hoodies & Sweatshirts,2024-01-14,SHIPPED,25.93,"USD (POC assumption, unverified)",2024-01-12,1.09420000,2,23.70,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41221,59763,17286,Fashion Hoodies & Sweatshirts,2024-01-10,SHIPPED,29.99,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,27.40,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41221,59764,28391,Accessories,2024-01-10,SHIPPED,7.29,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,6.66,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41221,59765,23535,Shorts,2024-01-12,SHIPPED,55.00,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,50.27,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41228,59774,7905,Blazers & Jackets,2024-01-03,COMPLETE,12.17,"USD (POC assumption, unverified)",2024-01-03,1.09190000,0,11.15,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41445,60093,22742,Shorts,2024-01-16,COMPLETE,54.00,"USD (POC assumption, unverified)",2024-01-16,1.08820000,0,49.62,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41552,60248,16335,Tops & Tees,2024-01-31,SHIPPED,29.99,"USD (POC assumption, unverified)",2024-01-31,1.08370000,0,27.67,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41919,60772,15439,Plus,2024-01-14,SHIPPED,83.76,"USD (POC assumption, unverified)",2024-01-12,1.09420000,2,76.55,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41975,60847,21922,Pants,2024-01-23,SHIPPED,25.00,"USD (POC assumption, unverified)",2024-01-23,1.08720000,0,22.99,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41975,60848,18985,Sweaters,2024-01-20,SHIPPED,125.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,1,114.82,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41975,60849,20018,Suits & Sport Coats,2024-01-21,SHIPPED,84.21,"USD (POC assumption, unverified)",2024-01-19,1.08870000,2,77.35,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41975,60850,29104,Accessories,2024-01-23,SHIPPED,18.50,"USD (POC assumption, unverified)",2024-01-23,1.08720000,0,17.02,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41995,60878,7718,Blazers & Jackets,2024-01-05,SHIPPED,398.00,"USD (POC assumption, unverified)",2024-01-05,1.09210000,0,364.44,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
41995,60879,12498,Intimates,2024-01-02,SHIPPED,37.29,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,34.04,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
42358,61427,6916,Shorts,2024-01-09,COMPLETE,55.00,"USD (POC assumption, unverified)",2024-01-09,1.09400000,0,50.27,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
42631,61841,9591,Sleep & Lounge,2024-01-19,COMPLETE,26.99,"USD (POC assumption, unverified)",2024-01-19,1.08870000,0,24.79,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
42653,61872,12909,Swim,2024-01-26,COMPLETE,150.00,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,137.98,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
42782,62058,14493,Maternity,2024-01-15,SHIPPED,52.00,"USD (POC assumption, unverified)",2024-01-15,1.09450000,0,47.51,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
42952,62315,5060,Jeans,2024-01-27,SHIPPED,22.95,"USD (POC assumption, unverified)",2024-01-26,1.08710000,1,21.11,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43045,62439,22804,Shorts,2024-01-25,SHIPPED,48.00,"USD (POC assumption, unverified)",2024-01-25,1.08930000,0,44.06,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43208,62674,18983,Sweaters,2024-01-02,SHIPPED,79.00,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,72.11,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43208,62675,16533,Tops & Tees,2024-01-02,SHIPPED,28.00,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,25.56,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43242,62726,20899,Jeans,2024-01-10,COMPLETE,54.99,"USD (POC assumption, unverified)",2024-01-10,1.09460000,0,50.24,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43846,63590,233,Tops & Tees,2024-01-04,COMPLETE,27.95,"USD (POC assumption, unverified)",2024-01-04,1.09530000,0,25.52,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43846,63591,10022,Sleep & Lounge,2024-01-01,COMPLETE,34.99,"USD (POC assumption, unverified)",2023-12-29,1.10500000,3,31.67,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43846,63592,1714,Fashion Hoodies & Sweatshirts,2024-01-04,COMPLETE,36.99,"USD (POC assumption, unverified)",2024-01-04,1.09530000,0,33.77,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43846,63593,11712,Intimates,2024-01-03,COMPLETE,54.00,"USD (POC assumption, unverified)",2024-01-03,1.09190000,0,49.46,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43858,63614,5865,Leggings,2024-01-28,SHIPPED,11.83,"USD (POC assumption, unverified)",2024-01-26,1.08710000,2,10.88,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43943,63741,18624,Active,2024-01-06,COMPLETE,30.45,"USD (POC assumption, unverified)",2024-01-05,1.09210000,1,27.88,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
43943,63742,22343,Pants,2024-01-05,COMPLETE,65.00,"USD (POC assumption, unverified)",2024-01-05,1.09210000,0,59.52,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44261,64189,3394,Dresses,2024-01-29,COMPLETE,128.00,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,118.27,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44261,64190,12650,Intimates,2024-01-29,COMPLETE,11.96,"USD (POC assumption, unverified)",2024-01-29,1.08230000,0,11.05,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44261,64191,15384,Plus,2024-01-30,COMPLETE,29.68,"USD (POC assumption, unverified)",2024-01-30,1.08460000,0,27.36,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44375,64348,13126,Swim,2024-01-02,SHIPPED,52.92,"USD (POC assumption, unverified)",2024-01-02,1.09560000,0,48.30,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44420,64411,17745,Fashion Hoodies & Sweatshirts,2024-01-24,COMPLETE,48.20,"USD (POC assumption, unverified)",2024-01-24,1.09050000,0,44.20,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44505,64540,19854,Suits & Sport Coats,2024-01-21,COMPLETE,148.00,"USD (POC assumption, unverified)",2024-01-19,1.08870000,2,135.94,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44571,64634,27832,Swim,2024-01-11,SHIPPED,16.97,"USD (POC assumption, unverified)",2024-01-11,1.09870000,0,15.45,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44571,64635,17108,Fashion Hoodies & Sweatshirts,2024-01-12,SHIPPED,54.85,"USD (POC assumption, unverified)",2024-01-12,1.09420000,0,50.13,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44592,64669,25238,Socks,2024-01-08,COMPLETE,15.95,"USD (POC assumption, unverified)",2024-01-08,1.09460000,0,14.57,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44800,64959,124,Tops & Tees,2024-01-26,SHIPPED,9.98,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,9.18,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44800,64960,1670,Fashion Hoodies & Sweatshirts,2024-01-26,SHIPPED,29.99,"USD (POC assumption, unverified)",2024-01-26,1.08710000,0,27.59,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
44887,65091,20789,Jeans,2024-01-31,COMPLETE,36.99,"USD (POC assumption, unverified)",2024-01-31,1.08370000,0,34.13,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A
