source_row,order_id,order_item_id,product_id,sale_date_utc,order_status,item_status,order_disposition,sale_price,product_category,normalized_order_id,normalized_order_item_id,normalized_product_id,normalized_sale_date_utc,normalized_amount_source_usd,status,reason_code,reason_explanation
436,26998,39158,2360,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,8.880000114440918,Fashion Hoodies & Sweatshirts,26998,39158,2360,2024-01-19,8.88,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
437,26998,39159,13758,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,297.95001220703125,Accessories,26998,39159,13758,2024-01-18,297.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
438,26998,39160,13526,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,54.9900016784668,Swim,26998,39160,13526,2024-01-21,54.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
446,27767,40288,25827,2024-01-23,Returned,Returned,EXCLUE_METIER,16.0,Underwear,27767,40288,25827,2024-01-23,16.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
447,27767,40289,24071,2024-01-27,Returned,Returned,EXCLUE_METIER,479.0,Outerwear & Coats,27767,40289,24071,2024-01-27,479.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
449,27788,40328,23797,2024-01-29,Returned,Returned,EXCLUE_METIER,160.0,Outerwear & Coats,27788,40328,23797,2024-01-29,160.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
450,27946,40561,8734,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,158.3300018310547,Outerwear & Coats,27946,40561,8734,2024-01-04,158.33,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
451,28071,40732,22068,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,79.94999694824217,Pants,28071,40732,22068,2024-01-13,79.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
452,28071,40733,26868,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,29.989999771118164,Sleep & Lounge,28071,40733,26868,2024-01-13,29.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
453,28138,40833,4792,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,189.0,Jeans,28138,40833,4792,2024-01-13,189.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
454,28138,40834,1343,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,49.9900016784668,Sweaters,28138,40834,1343,2024-01-12,49.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
461,28686,41639,3788,2024-01-09,Processing,Processing,A_VERIFIER_ETAT,46.9900016784668,Dresses,28686,41639,3788,2024-01-09,46.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
463,29046,42185,25929,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,34.0,Underwear,29046,42185,25929,2024-01-14,34.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
464,29157,42365,22198,2024-01-13,Cancelled,Cancelled,EXCLUE_METIER,19.989999771118164,Pants,29157,42365,22198,2024-01-13,19.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
468,29267,42534,21142,2024-01-07,Processing,Processing,A_VERIFIER_ETAT,352.0,Jeans,29267,42534,21142,2024-01-07,352.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
471,29403,42729,14043,2024-01-23,Processing,Processing,A_VERIFIER_ETAT,25.899999618530277,Accessories,29403,42729,14043,2024-01-23,25.90,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
476,29552,42948,10322,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,17.989999771118164,Sleep & Lounge,29552,42948,10322,2024-01-18,17.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
477,29552,42949,135,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,32.9900016784668,Tops & Tees,29552,42949,135,2024-01-16,32.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
478,29552,42950,11063,2024-01-17,Processing,Processing,A_VERIFIER_ETAT,29.299999237060547,Intimates,29552,42950,11063,2024-01-17,29.30,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
479,29552,42951,581,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,41.9900016784668,Tops & Tees,29552,42951,581,2024-01-14,41.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
486,30066,43710,6668,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,21.25,Shorts,30066,43710,6668,2024-01-18,21.25,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
487,30113,43773,26507,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,45.5,Sleep & Lounge,30113,43773,26507,2024-01-28,45.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
488,30113,43774,27197,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,39.0,Sleep & Lounge,30113,43774,27197,2024-01-26,39.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
492,30312,44071,2150,2024-01-24,Returned,Returned,EXCLUE_METIER,119.0,Fashion Hoodies & Sweatshirts,30312,44071,2150,2024-01-24,119.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
493,30312,44072,5031,2024-01-22,Returned,Returned,EXCLUE_METIER,32.900001525878906,Jeans,30312,44072,5031,2024-01-22,32.90,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
494,30336,44105,8697,2024-01-08,Processing,Processing,A_VERIFIER_ETAT,90.0,Outerwear & Coats,30336,44105,8697,2024-01-08,90.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
497,30629,44506,15927,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,10.489999771118164,Plus,30629,44506,15927,2024-01-21,10.49,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
498,30724,44639,25541,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,24.950000762939453,Underwear,30724,44639,25541,2024-01-26,24.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
499,30870,44865,22053,2024-01-24,Returned,Returned,EXCLUE_METIER,49.5,Pants,30870,44865,22053,2024-01-24,49.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
500,31085,45162,21429,2024-01-24,Returned,Returned,EXCLUE_METIER,109.0,Jeans,31085,45162,21429,2024-01-24,109.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
501,31085,45163,23757,2024-01-22,Returned,Returned,EXCLUE_METIER,109.98999786376952,Outerwear & Coats,31085,45163,23757,2024-01-22,109.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
502,31173,45284,2088,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,129.97999572753906,Fashion Hoodies & Sweatshirts,31173,45284,2088,2024-01-02,129.98,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
504,31435,45662,6593,2024-01-09,Processing,Processing,A_VERIFIER_ETAT,60.0,Shorts,31435,45662,6593,2024-01-09,60.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
505,31435,45663,6268,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,8.989999771118164,Leggings,31435,45663,6268,2024-01-11,8.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
506,31435,45664,10841,2024-01-10,Processing,Processing,A_VERIFIER_ETAT,13.8100004196167,Intimates,31435,45664,10841,2024-01-10,13.81,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
507,31435,45665,4613,2024-01-07,Processing,Processing,A_VERIFIER_ETAT,25.0,Jeans,31435,45665,4613,2024-01-07,25.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
508,31592,45879,13549,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,132.0,Swim,31592,45879,13549,2024-01-18,132.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
509,31592,45880,3233,2024-01-16,Cancelled,Cancelled,EXCLUE_METIER,99.0,Dresses,31592,45880,3233,2024-01-16,99.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
511,31616,45910,22815,2024-01-11,Returned,Returned,EXCLUE_METIER,31.5,Shorts,31616,45910,22815,2024-01-11,31.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
521,32089,46591,10535,2024-01-05,Returned,Returned,EXCLUE_METIER,17.0,Intimates,32089,46591,10535,2024-01-05,17.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
522,32113,46621,9389,2024-01-01,Cancelled,Cancelled,EXCLUE_METIER,10.0,Socks & Hosiery,32113,46621,9389,2024-01-01,10.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
523,32149,46676,20556,2024-01-07,Processing,Processing,A_VERIFIER_ETAT,195.0,Jeans,32149,46676,20556,2024-01-07,195.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
525,32263,46832,16850,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,32.0,Tops & Tees,32263,46832,16850,2024-01-27,32.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
526,32272,46844,23085,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,41.25,Shorts,32272,46844,23085,2024-01-19,41.25,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
528,32537,47241,15189,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,89.0,Maternity,32537,47241,15189,2024-01-24,89.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
529,32598,47328,22633,2024-01-17,Cancelled,Cancelled,EXCLUE_METIER,55.950000762939446,Pants,32598,47328,22633,2024-01-17,55.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
530,32598,47329,26583,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,49.9900016784668,Sleep & Lounge,32598,47329,26583,2024-01-19,49.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
531,32671,47426,10864,2024-01-06,Cancelled,Cancelled,EXCLUE_METIER,13.409999847412108,Intimates,32671,47426,10864,2024-01-06,13.41,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
532,32671,47427,15148,2024-01-06,Cancelled,Cancelled,EXCLUE_METIER,24.979999542236328,Maternity,32671,47427,15148,2024-01-06,24.98,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
534,32906,47779,3839,2024-01-25,Processing,Processing,A_VERIFIER_ETAT,78.0,Dresses,32906,47779,3839,2024-01-25,78.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
535,32906,47780,10756,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,10.0,Intimates,32906,47780,10756,2024-01-27,10.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
540,33176,48144,10191,2024-01-31,Processing,Processing,A_VERIFIER_ETAT,46.0,Sleep & Lounge,33176,48144,10191,2024-01-31,46.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
546,33344,48405,21017,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,88.0,Jeans,33344,48405,21017,2024-01-26,88.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
547,33344,48406,16517,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,25.0,Tops & Tees,33344,48406,16517,2024-01-26,25.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
551,33595,48784,18603,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,15.210000038146973,Active,33595,48784,18603,2024-01-16,15.21,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
552,33595,48785,27389,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,33.349998474121094,Sleep & Lounge,33595,48785,27389,2024-01-15,33.35,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
554,33827,49118,27759,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,50.66999816894531,Swim,33827,49118,27759,2024-01-02,50.67,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
555,33909,49219,6484,2024-01-09,Processing,Processing,A_VERIFIER_ETAT,25.0,Shorts,33909,49219,6484,2024-01-09,25.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
559,34046,49408,25776,2024-01-09,Returned,Returned,EXCLUE_METIER,25.0,Underwear,34046,49408,25776,2024-01-09,25.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
561,34097,49474,26,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,49.5,Tops & Tees,34097,49474,26,2024-01-02,49.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
563,34396,49899,20716,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,42.0,Jeans,34396,49899,20716,2024-01-26,42.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
564,34471,50000,19002,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,49.9900016784668,Sweaters,34471,50000,19002,2024-01-20,49.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
565,34478,50009,11206,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,38.0,Intimates,34478,50009,11206,2024-01-11,38.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
566,34523,50079,6726,2024-01-25,Returned,Returned,EXCLUE_METIER,14.949999809265137,Shorts,34523,50079,6726,2024-01-25,14.95,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
567,34523,50080,11879,2024-01-26,Returned,Returned,EXCLUE_METIER,62.0,Intimates,34523,50080,11879,2024-01-26,62.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
568,34541,50106,12943,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,24.989999771118164,Swim,34541,50106,12943,2024-01-22,24.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
569,34541,50107,7670,2024-01-20,Processing,Processing,A_VERIFIER_ETAT,40.0,Blazers & Jackets,34541,50107,7670,2024-01-20,40.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
570,34649,50252,2927,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,44.0,Active,34649,50252,2927,2024-01-03,44.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
572,34922,50624,2764,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,15.239999771118164,Active,34922,50624,2764,2024-01-07,15.24,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
573,34922,50625,2118,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,26.290000915527344,Fashion Hoodies & Sweatshirts,34922,50625,2118,2024-01-09,26.29,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
574,34922,50626,260,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,13.06999969482422,Tops & Tees,34922,50626,260,2024-01-09,13.07,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
575,34922,50627,9215,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,9.989999771118164,Socks & Hosiery,34922,50627,9215,2024-01-09,9.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
579,35086,50878,27653,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,45.0,Swim,35086,50878,27653,2024-01-02,45.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
581,35422,51367,25909,2024-01-19,Returned,Returned,EXCLUE_METIER,24.0,Underwear,35422,51367,25909,2024-01-19,24.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
584,35513,51482,24540,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,12.0,Socks,35513,51482,24540,2024-01-16,12.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
585,35544,51524,8255,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,329.989990234375,Outerwear & Coats,35544,51524,8255,2024-01-18,329.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
586,35573,51564,2849,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,209.9900054931641,Active,35573,51564,2849,2024-01-18,209.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
590,35655,51680,26110,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,11.5,Underwear,35655,51680,26110,2024-01-29,11.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
594,35780,51876,26053,2024-01-17,Processing,Processing,A_VERIFIER_ETAT,25.0,Underwear,35780,51876,26053,2024-01-17,25.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
595,35797,51903,3791,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,9.510000228881838,Dresses,35797,51903,3791,2024-01-14,9.51,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
596,35801,51907,23582,2024-01-12,Returned,Returned,EXCLUE_METIER,66.0,Shorts,35801,51907,23582,2024-01-12,66.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
598,36010,52205,4831,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,16.989999771118164,Jeans,36010,52205,4831,2024-01-13,16.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
602,36277,52582,10344,2024-01-26,Returned,Returned,EXCLUE_METIER,11.989999771118164,Sleep & Lounge,36277,52582,10344,2024-01-26,11.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
603,36277,52583,15078,2024-01-27,Returned,Returned,EXCLUE_METIER,19.5,Maternity,36277,52583,15078,2024-01-27,19.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
604,36277,52584,9977,2024-01-28,Returned,Returned,EXCLUE_METIER,26.0,Sleep & Lounge,36277,52584,9977,2024-01-28,26.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
605,36277,52585,2249,2024-01-25,Returned,Returned,EXCLUE_METIER,43.31999969482422,Fashion Hoodies & Sweatshirts,36277,52585,2249,2024-01-25,43.32,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
606,36326,52662,27953,2024-01-21,Returned,Returned,EXCLUE_METIER,59.5,Swim,36326,52662,27953,2024-01-21,59.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
607,36345,52684,20753,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,79.98999786376953,Jeans,36345,52684,20753,2024-01-29,79.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
608,36345,52685,29077,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,17.989999771118164,Accessories,36345,52685,29077,2024-01-26,17.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
609,36438,52823,7755,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,44.77999877929688,Blazers & Jackets,36438,52823,7755,2024-01-22,44.78,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
612,36587,53013,18770,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,58.0,Active,36587,53013,18770,2024-01-12,58.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
613,36587,53014,24695,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,22.030000686645508,Socks,36587,53014,24695,2024-01-14,22.03,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
614,36587,53015,26827,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,36.880001068115234,Sleep & Lounge,36587,53015,26827,2024-01-14,36.88,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
615,36587,53016,22229,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,23.63999938964844,Pants,36587,53016,22229,2024-01-12,23.64,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
617,36731,53219,19948,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,89.98999786376953,Suits & Sport Coats,36731,53219,19948,2024-01-18,89.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
622,36992,53619,27935,2024-01-16,Returned,Returned,EXCLUE_METIER,69.98999786376953,Swim,36992,53619,27935,2024-01-16,69.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
627,37074,53731,6346,2024-01-10,Cancelled,Cancelled,EXCLUE_METIER,25.0,Shorts,37074,53731,6346,2024-01-10,25.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
629,37206,53911,15731,2024-01-19,Returned,Returned,EXCLUE_METIER,31.40999984741211,Plus,37206,53911,15731,2024-01-19,31.41,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
630,37227,53947,24337,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,449.0,Outerwear & Coats,37227,53947,24337,2024-01-01,449.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
631,37227,53949,23877,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,169.99000549316406,Outerwear & Coats,37227,53949,23877,2024-01-04,169.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
632,37227,53950,18797,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,115.98999786376952,Sweaters,37227,53950,18797,2024-01-03,115.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
634,37366,54145,19885,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,99.5,Suits & Sport Coats,37366,54145,19885,2024-01-21,99.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
637,37594,54468,10842,2024-01-27,Returned,Returned,EXCLUE_METIER,9.5600004196167,Intimates,37594,54468,10842,2024-01-27,9.56,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
638,37742,54707,13001,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,53.290000915527344,Swim,37742,54707,13001,2024-01-27,53.29,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
640,37919,54966,10823,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,20.0,Intimates,37919,54966,10823,2024-01-04,20.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
645,38244,55468,26030,2024-01-30,Returned,Returned,EXCLUE_METIER,28.0,Underwear,38244,55468,26030,2024-01-30,28.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
646,38244,55469,22152,2024-01-31,Returned,Returned,EXCLUE_METIER,64.98999786376953,Pants,38244,55469,22152,2024-01-31,64.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
654,38828,56322,4587,2024-01-06,Processing,Processing,A_VERIFIER_ETAT,44.0,Jeans,38828,56322,4587,2024-01-06,44.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
655,38854,56360,14078,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,11.899999618530272,Accessories,38854,56360,14078,2024-01-24,11.90,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
659,39309,57008,20101,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,350.0,Suits & Sport Coats,39309,57008,20101,2024-01-31,350.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
661,39645,57499,3440,2024-01-31,Returned,Returned,EXCLUE_METIER,10.149999618530272,Dresses,39645,57499,3440,2024-01-31,10.15,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
